distance_km,traffic_level,weather,order_hour,delivery_time
8.280952296489351,medium,clear,17,40.2669299132339
8.653943910805914,medium,rainy,12,52.66332712651305
3.5879623773573783,low,clear,17,18.274630197755684
14.57418478870382,medium,rainy,14,72.98663936603606
11.851859527055604,medium,clear,3,51.37517360731338
14.152985181898648,low,rainy,16,57.93338962179471
13.527582905987083,high,clear,4,63.02510067542017
9.370599703355191,high,clear,21,56.97253689238278
13.906239290323636,medium,clear,15,53.78534504579912
2.2388950287268727,medium,rainy,8,27.506563633220125
3.7437600738680326,medium,clear,9,23.859568671879433
1.633182044747533,medium,rainy,23,31.21355377619384
5.554624630685701,medium,rainy,17,37.940245987594324
6.441482055652748,low,clear,16,26.96895487175923
4.798886444834543,medium,clear,17,36.59559289589841
12.60232512812701,high,clear,6,58.734938226820255
5.99454657371025,medium,clear,3,32.56547988497834
4.933083135623331,low,rainy,4,30.52565292689927
8.597745164215478,medium,clear,22,39.09732937950836
2.972939149646677,low,clear,15,19.413521483932318
12.230757730556554,low,rainy,2,48.27079285894961
2.0437090115167917,low,clear,17,18.302923800304956
14.816417112407242,low,rainy,22,58.19364159574728
11.811426770153204,medium,clear,20,54.60363726583899
3.7820195414784137,medium,clear,13,32.849097971807566
1.0773096397304336,low,clear,14,17.82300688257907
12.416459998367678,high,clear,16,58.92228450090778
10.89600281386664,high,clear,0,52.663853556140374
11.206100352573822,high,clear,20,64.80959749266236
11.79778485360324,low,clear,16,46.4563193252229
2.036625124277265,medium,clear,22,18.94430547629346
6.018520199619816,high,clear,10,40.41192549097515
2.622166833351816,medium,clear,16,20.55956451075283
13.08344796225831,low,clear,13,57.695172474753825
9.72617377558581,low,clear,19,44.57779724817453
5.632572347937089,medium,clear,18,34.946623987997135
1.8898169040043309,high,clear,20,34.06463218326082
5.353752504019271,medium,clear,6,30.505106167961188
5.552566508374459,medium,clear,23,29.081242214078415
11.214486496732897,low,clear,12,49.40555215799911
9.925804598972984,medium,clear,17,45.48309746519474
13.420978396068572,high,rainy,22,70.53840245334051
7.61100895226729,low,clear,13,37.962033970637464
2.674319443136224,medium,clear,0,23.237078903325777
10.98542702112193,high,clear,6,55.27654713645616
11.650990680636564,low,clear,7,48.14353803092375
8.857880765972947,medium,rainy,17,46.9534952513707
11.793540519363853,low,clear,8,46.319531495703025
7.91313834910147,medium,clear,0,39.97290595133563
8.318259611347916,medium,clear,21,45.65433187250527
6.985574257019695,medium,clear,16,35.26091355893994
1.3558677744173326,medium,clear,18,24.308811337867006
2.5104799779062623,low,clear,5,17.344124410853084
1.4400085996142795,high,clear,2,30.238446519066446
9.909745757692926,medium,clear,23,43.813709702216165
5.400983735068573,low,clear,4,24.377794152701266
8.119989676305838,medium,clear,1,39.347565646051365
13.705930634965302,medium,clear,19,60.964395510038564
4.490091208084249,low,clear,3,23.863960664590007
6.745360922498817,high,rainy,9,47.32118956309378
11.577715939602681,high,clear,9,56.9538947786738
4.2031743168827145,low,rainy,23,28.868737028590566
2.077718737603102,high,clear,20,35.045135591529316
5.056520340792752,low,clear,10,25.355573789796562
3.257098021556062,low,clear,15,19.976244125931363
14.015767132796023,low,clear,16,53.0799941578051
12.313685313901837,high,clear,15,60.676366068068546
9.867652591145928,medium,clear,6,42.63560619818463
13.200448262628047,low,clear,15,47.096703668150504
12.251409076587603,medium,rainy,2,61.14518648853043
3.611980824404502,medium,clear,15,27.24409334906982
13.495825978859688,low,clear,7,50.04870466392026
8.55079138681911,high,clear,11,47.69177803372359
12.304162172296875,high,clear,2,58.12736313023097
13.545278198928905,medium,clear,16,56.05839604566982
5.452048649606095,high,clear,20,41.412471570008904
2.5407269433874746,medium,rainy,17,30.302514800342276
4.191092275587184,high,clear,10,34.92418362401855
6.979509040767589,medium,clear,3,36.361781314369466
12.452206722914903,medium,clear,15,50.56873540338767
13.050228165588809,low,rainy,16,56.1992186903117
1.0973298274366698,high,clear,8,23.550046196017927
8.15046223608592,medium,clear,5,38.067084988440186
6.843754044082906,low,clear,23,30.70650597913222
4.109509346590223,low,clear,19,32.343191839001975
2.678115142671559,medium,clear,1,23.377277694724295
5.726612399650792,medium,clear,8,27.04223543961724
14.200735854775267,medium,clear,20,61.317204797604305
5.524841048290574,high,clear,5,39.94198136931287
8.263068704407125,low,clear,2,32.53228422325313
10.84226542453249,medium,clear,19,54.18900115588879
6.090814433310116,low,clear,5,28.590084449460406
14.604949158093449,high,clear,6,67.7975018594619
14.474262129189558,high,clear,0,64.30507816906669
4.524952141555098,medium,clear,22,27.301288594799864
7.961479082493396,medium,clear,0,40.01440756404921
5.2122963374347755,low,rainy,4,31.62183226236001
4.987766921284546,medium,rainy,5,35.82725514028109
1.5164172629634591,high,clear,12,34.6871915267885
9.533900675718556,medium,clear,1,44.80998388127924
8.03750632520406,low,clear,14,35.13267304222072
1.720702517499851,medium,clear,14,26.76024379753233
4.90105049931256,high,clear,12,43.10108909876793
13.715722403533151,low,clear,13,58.51698978504632
4.353866469337614,low,clear,21,26.182202568865826
3.0285282092771233,medium,clear,6,24.735196278251614
7.852338643885882,high,clear,13,50.78027597414401
14.79910635754841,low,clear,23,52.482055377685725
4.388773801161006,low,clear,9,25.05985453929618
10.4098976636823,low,clear,16,40.74660099242813
11.662674614602047,low,rainy,13,58.29348862631081
4.326925615893595,medium,rainy,7,32.495059277545835
11.195028880566035,medium,clear,3,45.66391570009932
6.148963858069545,medium,clear,15,32.96175921014635
9.852281628310113,medium,clear,23,45.02067125005524
9.869415950652526,low,clear,12,43.53985599751975
8.500845577046618,high,clear,21,46.3736229936234
2.2640567807617162,medium,clear,19,27.559468632122687
12.694234938249332,high,clear,17,60.84066619579205
5.490920909604302,medium,clear,13,37.84709728589484
3.611259145597959,low,clear,17,20.07279256569232
1.5708519817666948,medium,clear,4,18.84245248053627
9.272501204635386,low,clear,8,40.69814715950913
10.485901065791953,medium,clear,2,43.30689382573243
1.2322296049899861,low,rainy,7,19.20245322763468
8.169302816189933,low,clear,19,39.79251214083341
4.170940852771132,high,clear,21,40.72486621834188
10.032419065732299,low,rainy,9,46.43679156200553
3.44113000606988,high,rainy,21,41.479404741286515
10.673128333434523,low,clear,18,49.35461289634528
6.414294848207524,medium,rainy,20,45.24669936917638
14.114219842314283,medium,clear,2,54.00665411396012
2.9252932180439055,medium,clear,10,24.194232955678505
5.774928914703619,low,clear,10,28.275340486553784
2.588629297368247,low,clear,16,21.687375798900973
13.945710655899878,low,clear,15,52.65463466544022
13.282750947333735,low,clear,6,46.88420169797096
4.6111827880121785,medium,clear,3,25.93974578241982
10.239776644478507,high,clear,22,55.236748849832054
12.441110802817022,high,clear,18,62.71772638175279
8.772811362392472,medium,clear,11,38.2192719588871
8.415108096984092,medium,clear,14,47.24634602646914
4.385932072606323,medium,clear,10,27.206324593389628
2.3034387492825887,low,clear,4,18.804344176166982
13.561020611346574,high,rainy,4,66.8536228233809
13.605852800286627,medium,clear,14,63.76518306819164
9.863420401825751,medium,clear,17,46.334388619343805
5.746417074681809,low,clear,10,25.793880490842735
5.888934044577253,medium,clear,11,29.346021199942474
11.163379504183352,medium,clear,1,53.10046623005834
13.559543639336079,high,clear,19,67.25821551402194
13.419209939711642,medium,clear,14,58.73216652498349
11.918257642006735,low,clear,19,53.5273894636792
9.988443046160029,high,rainy,3,59.85684884530497
2.177959509930684,low,clear,21,23.899471616417213
3.2628019973245928,medium,clear,17,24.591389436938318
13.57975863937911,low,rainy,5,60.50138529878458
9.49000683523426,medium,clear,22,40.84878414460005
1.128758722632815,high,clear,18,29.282177124783402
2.4206016001244492,low,clear,10,18.041562311803116
10.289024767512782,high,clear,23,55.203296991012564
1.0708621738470616,low,clear,1,14.534904562590844
3.2513127198449814,high,clear,7,31.58820668784136
8.682273051132206,medium,clear,10,40.09652341891766
10.686532767697706,high,clear,4,56.406620019811825
10.127457633036407,low,clear,17,41.91116492566328
4.139770332447837,high,clear,22,32.67026341196138
10.970509098865502,medium,clear,17,46.10298850047045
4.3214872249552005,low,rainy,13,32.873485365986575
5.555595774229748,high,clear,21,42.31926359145049
11.450879671652338,low,clear,9,46.41232084004995
10.094860586661005,high,clear,2,53.15604640441905
12.889127746918492,low,clear,8,49.78295772156167
10.206580492204807,medium,clear,2,46.00308075020797
8.956320446696603,medium,clear,10,42.34650277076452
2.3114467495932947,low,rainy,11,19.77070541809926
6.148021242832069,low,rainy,11,36.03243104386574
4.712833147544156,low,clear,2,23.011536481449582
4.4158550073071705,medium,clear,20,33.18125435582152
14.622147766534239,low,clear,6,52.92009745533205
6.503368145334646,medium,clear,13,39.80184756630729
13.488651772479585,low,clear,23,51.612143171926746
9.83594076396168,low,clear,10,37.490112226838384
12.127358249583079,medium,clear,6,51.88757319723724
8.03691930347269,low,clear,20,38.21275275291036
9.076654384769027,high,clear,9,51.872880706059085
7.895247713464094,high,rainy,10,49.45649233443303
3.7334018291726228,medium,clear,14,29.19517294838976
11.114329613661074,medium,clear,18,52.6238484049096
4.930813074171981,high,clear,15,34.94115179248827
1.3404235300403538,low,clear,21,18.57250856414724
10.03661214270035,low,clear,20,44.05406541586962
3.479549511698685,low,clear,19,25.615473290499683
14.1664201809408,medium,clear,11,59.51540459847071
14.355000078036223,low,clear,17,53.207559445477216
13.80810146308628,medium,clear,22,56.74901351089179
6.182221803576222,high,clear,12,43.432020205104465
1.216392631404144,high,clear,4,25.381058786582173
13.996459876228155,medium,rainy,3,62.14587068546567
6.994578076442401,low,clear,13,37.34701615660817
14.533167466611374,high,clear,7,64.07036843342873
14.49067967924954,medium,clear,8,56.75072785272616
12.942132376543041,low,rainy,18,60.46125552392382
5.122284488974199,low,clear,2,29.32705957566848
6.391368200426953,high,clear,4,40.822207353331535
12.915913401235997,medium,clear,20,59.08415701616899
5.4369080721878875,high,clear,17,40.20676791327323
3.372898453605295,high,clear,0,33.138503158046426
8.795217674416902,medium,clear,7,42.4186119840151
14.106166838250934,medium,rainy,18,68.1281156109168
10.744417153449621,medium,clear,16,47.08178109479235
8.98085638125111,low,clear,16,35.43227206830027
2.3604709127907597,medium,clear,10,23.054159246975043
9.610101173788376,medium,clear,1,44.75741238136241
14.860753901459686,medium,rainy,5,67.01659075976666
2.9611762133113366,high,clear,21,34.90731969882732
8.256615133092314,medium,clear,13,46.430114198034154
13.283223006991376,medium,clear,2,57.11633859727
11.370760648558862,medium,clear,11,46.684365709124066
10.758220373933751,medium,clear,3,46.68091596308644
10.83477717581953,medium,clear,11,49.85437869138027
6.032876117076572,low,rainy,12,37.79951695152395
5.1102858197029075,medium,rainy,1,37.3883825134754
12.33105617669919,low,clear,1,47.01032053410243
12.34158752550853,low,rainy,14,58.68652121937261
13.139012460121451,medium,clear,22,54.49514998574878
13.785367735790597,medium,clear,16,57.848445176500334
8.158793584053129,high,clear,6,44.43334648043163
8.021228125620794,medium,clear,13,42.23703788861781
12.176132505534852,medium,clear,11,54.45742461713827
10.099495030888711,medium,clear,16,49.499211652636774
10.827536281607847,medium,clear,13,52.471769967570815
12.141097372105415,low,clear,5,49.85382420061967
13.460074785445928,low,clear,18,53.83667506231074
5.731932195921502,low,clear,23,26.13262482079259
6.258161336959216,medium,clear,5,36.68945903436839
2.315747157772166,low,clear,17,18.555454530563217
9.095921973946435,low,clear,23,40.500620117703825
1.5031918331543892,low,clear,4,15.446687037581178
7.518372253854443,high,rainy,23,48.530024608534774
8.597024885906073,low,clear,23,36.23822937272357
5.011577529795982,medium,clear,5,32.438737666323966
9.27166564796615,low,rainy,1,43.5495265386061
1.427003499146692,medium,clear,7,18.708143460428637
1.5228746424890018,low,clear,14,20.53633073339525
12.516407849235215,low,clear,14,51.43021101661525
6.04266897975768,medium,rainy,10,39.71900790550004
2.778847177126387,low,clear,21,23.463544460722076
8.311405640767262,low,clear,21,38.95338800080494
11.779909743380552,low,clear,23,47.30120369387649
4.021494384955805,low,clear,0,23.35645903276896
9.720466661466004,low,clear,17,38.45405881582476
2.194864509912752,low,clear,11,16.55467099985811
1.7235440963605078,high,clear,11,26.62808108938585
8.438964841954071,medium,rainy,10,45.0395992473763
8.568891702541492,medium,clear,7,37.310135762810404
9.924018620974891,low,clear,6,38.80440037421253
11.165278672117262,high,rainy,22,60.24778101972054
14.661929112475484,low,clear,20,59.215568753097166
8.228204876216735,low,clear,1,35.566012231706694
5.521390621177444,medium,clear,10,29.95980252392656
12.132606726761852,low,rainy,21,58.144814903739565
4.791651517669039,low,clear,9,22.462462987273767
7.1455998898789055,medium,clear,2,36.1862146383598
2.0983893387917236,high,rainy,19,38.09032981505351
1.3549104078164051,medium,clear,9,20.557078499607304
14.47707780549095,medium,rainy,17,64.66477961646204
12.703721687170882,high,rainy,13,70.89082920984909
10.743638885311771,low,clear,17,40.980417135705544
6.725341221799779,low,clear,23,29.518341048646256
3.426120480991841,low,clear,7,23.936483067627627
3.1901185973952044,medium,clear,9,23.56818755074052
4.503400574304335,medium,clear,21,34.46901555810597
8.689173305885687,high,clear,12,52.842227283881684
11.004342917800873,medium,rainy,20,59.914679382550695
10.242763274048238,medium,clear,7,47.40224156753119
4.919074557243199,low,clear,3,24.049266685087446
14.368113929284718,high,rainy,3,72.5238886407444
11.33055683374076,high,rainy,4,67.50494945523396
8.76095673515961,high,clear,0,49.41795019386224
9.56409044728093,low,rainy,16,47.919434271042384
6.8744008739890585,medium,clear,1,36.5852946221804
4.468233853016205,low,rainy,7,27.5407783146536
5.983617501117662,low,clear,6,28.50224049785895
11.609845546501168,low,clear,14,49.16876904708364
1.2015088408165822,medium,clear,4,17.4126451278146
2.625016967096827,medium,clear,1,22.72988048048591
1.6440369883045385,low,clear,6,14.62261080745611
1.570203232465582,low,clear,7,12.590759885811023
12.9764481761541,medium,clear,6,59.34626769790189
10.851210031320331,low,rainy,6,50.169371922905384
7.638433607222552,low,clear,13,38.40408131335189
2.3696782491140205,medium,clear,20,27.28879496984401
7.882622251635653,medium,clear,17,41.05256399415075
7.62860479092792,low,clear,5,37.03695509740274
3.4248261787402123,low,rainy,3,27.644649280245787
7.073923089331623,low,rainy,9,37.46415467756351
6.579066281563228,high,clear,17,44.68248698864492
9.621901372731031,medium,clear,11,44.150422604064815
9.891311112147013,medium,clear,15,45.54456295569124
1.6342561368086232,low,clear,6,16.904790250489544
6.244576604770597,medium,rainy,5,38.960771538563264
9.76203881999931,low,clear,4,35.13444766518613
8.043907620121228,medium,clear,2,38.26156240970364
12.990857776636512,high,clear,11,62.51857518866831
10.22171084266523,medium,clear,14,52.07023432343205
3.2810819791400156,high,rainy,9,40.528586156245254
1.9879624636060178,medium,clear,19,25.170225323079027
9.99386989488842,low,clear,18,48.14346017055878
1.3711583475827054,high,clear,15,26.48361070365204
9.200858137828487,low,clear,10,38.81140073861282
14.163223379949406,medium,clear,7,59.296895656436824
9.056638490262305,low,clear,2,34.406584216999526
6.434378966891307,low,clear,22,27.293342515420072
10.006035058192944,medium,clear,6,42.94192414044434
7.415540466881232,low,clear,22,34.39105577034134
8.638635050423089,medium,clear,6,40.30499192779081
14.180507322871353,medium,clear,13,66.59668591526349
6.40543692921084,low,clear,1,29.223062737417038
14.4566678935348,low,clear,9,50.427255984441395
13.674908987384892,medium,clear,18,59.679891940744305
3.74107588705015,low,clear,8,21.457980387589103
1.9710582122523164,medium,clear,15,21.943554365143907
2.410892019283973,medium,clear,18,25.26300060168717
1.2551055591216962,high,clear,17,26.90227822097763
2.3222014505829973,medium,clear,8,23.637689865840905
10.562094827828997,medium,clear,15,45.40438928437632
1.9966410784432058,medium,clear,12,29.928237659447912
5.4656588241126585,low,clear,9,25.331658425636864
12.828254353572364,low,clear,19,51.485006912286
1.3258071003015621,medium,rainy,13,26.918976271451605
12.402558756245101,medium,clear,11,54.64895766611963
4.945966846827599,medium,clear,18,34.8836662951746
2.6543075867031876,high,clear,6,29.004350781180783
10.75432031509811,high,clear,22,51.31468407443067
9.805199854918376,high,clear,14,55.6370977176212
13.28460818937874,medium,clear,15,59.616715343488444
11.290994613254401,low,rainy,7,45.584008832240976
12.24873302538788,medium,clear,9,50.48288227409854
4.948484015998291,low,rainy,3,34.4310199880793
3.4841536129161197,medium,clear,18,32.950406932887404
11.508606522972016,medium,clear,18,53.38456823235349
12.295686349741697,medium,clear,20,57.2942492430957
14.867071988009426,low,clear,14,60.52709077341709
6.776647476759971,low,clear,13,35.59761959389445
6.208253201098964,medium,clear,0,37.193660022515246
11.869781450387956,low,clear,15,46.28885276207978
5.77124956354225,high,rainy,9,47.58478127255283
14.030602558449907,low,rainy,18,63.45500521354095
13.017778525802164,low,clear,21,49.98855795195356
7.005916383250257,low,clear,2,28.632923643037802
11.512194949080964,medium,clear,4,47.566829148630845
11.563600237185552,medium,clear,8,49.19222899700464
2.4437341637030565,low,clear,17,21.488030969137952
13.635740693513933,low,clear,10,51.6320450062927
8.07353321427,medium,clear,15,39.00902343868047
12.570404525508383,low,clear,1,50.18832956883645
5.480694414428564,medium,rainy,11,34.5383158922822
13.537325198946807,medium,clear,21,59.63258525654395
6.448823502278284,low,rainy,5,34.071813198954764
1.151727120724177,low,clear,10,14.251264481108807
13.67534766986969,high,clear,7,64.81771559431701
2.27801347500587,medium,clear,11,22.77701152907207
5.470390926265808,medium,clear,1,32.385805745235245
14.30086753871127,low,clear,8,52.18038437769791
14.308500057125785,medium,clear,14,63.56701988760964
9.028130433726005,low,clear,1,35.40471555961724
9.84572097037719,medium,clear,0,45.885440781147175
7.278237307696477,high,clear,9,42.833505913762785
5.104950803772903,low,clear,1,23.07183329071796
5.601303635178823,low,clear,11,26.87954977720064
10.415258385078538,low,clear,22,37.419542826546234
11.53324341212752,low,clear,7,47.548470380374575
12.08210661216188,low,clear,4,47.84051783030904
12.054653999123754,low,rainy,21,57.83790169786686
2.276885442681665,medium,clear,0,18.583286837255493
7.921884265836141,medium,clear,14,42.365272431361596
1.80582264023302,low,clear,5,15.498584790442765
8.693404352532298,high,clear,11,47.554003515546476
7.181427019227279,low,clear,7,28.16715112678689
13.427858558616197,high,clear,12,64.65071766477631
5.912810175729102,low,clear,18,32.172241733360146
2.638938229986482,high,clear,0,27.35023589279178
3.001883548739702,medium,clear,10,26.74842529398563
11.661148844044611,high,clear,19,62.9725232509455
9.655052886427654,high,clear,0,49.3582304408049
2.415717465719063,low,rainy,7,25.585462053188618
2.177495285609964,high,clear,4,30.46789903417727
10.81356784042768,low,clear,16,43.01862023405688
2.0186820890987094,low,clear,7,15.976873800368221
12.506040830064986,low,clear,9,46.921174873735275
10.887391180190948,medium,rainy,1,52.58229612500953
2.1388829289865967,low,clear,8,13.743064948544083
2.187727997192687,medium,rainy,23,30.61984150177406
14.812954099016457,medium,rainy,22,64.39783585950694
6.239791140585685,medium,clear,2,33.77577464118172
6.188990058936473,high,clear,17,38.746474464208184
12.379193941605036,medium,clear,6,51.61868079159645
14.261480083374021,low,rainy,14,69.48599509786155
14.804014893520193,low,clear,20,57.96004887307013
11.547294593625182,low,clear,21,52.53907532995865
6.2676341974328205,low,clear,19,33.74729155799067
2.1690100337813627,low,clear,17,17.86690702833338
11.880056822984114,low,clear,2,48.12933097974484
8.817659496301271,high,clear,22,48.9975132577158
6.939108129457668,medium,rainy,13,46.113910075612424
13.688961391326304,low,rainy,23,56.69470221741403
2.556764752286119,medium,rainy,1,28.36543729356568
7.8967514600720286,low,clear,13,42.41899549404692
1.158951026743867,medium,clear,21,20.50860152591082
7.561248987917768,medium,clear,10,34.14229304816772
1.788245859545723,medium,clear,15,16.956631744241633
2.6634508277530067,medium,clear,7,21.202489616114175
2.6453674548794686,high,clear,6,31.33626851903513
10.08894422962489,high,clear,10,53.78967127368307
11.444628309715926,medium,rainy,2,54.11887964633436
9.167162711360234,medium,clear,16,42.444505078761026
14.470415678643587,medium,clear,13,61.17864976575509
6.248188113331857,low,clear,5,26.697459765182835
4.99996920794605,low,clear,7,26.15964130186124
13.160387794652443,low,clear,21,56.57653150617413
4.130341739272337,medium,rainy,4,32.43738756895672
14.485115552168558,medium,rainy,7,67.72537689816727
1.1701626456574288,low,rainy,1,21.441698634544505
14.578303573906947,high,rainy,14,79.91836242623194
1.6042387673080656,high,clear,11,26.21084016373436
13.476003591772995,medium,clear,16,58.46938326658428
8.387815527208197,medium,clear,0,44.52253186157614
14.901507145670205,high,clear,14,70.87948637029858
2.033151906295584,low,clear,13,20.791117642150578
8.753959981618491,medium,clear,19,44.366442940042674
14.570235498667385,low,clear,21,56.4222763036805
8.323369818382083,medium,clear,15,37.70500677261366
9.811580933893676,low,clear,8,37.81181053810644
10.74048164578464,high,clear,0,54.77092089532506
7.363574906748825,high,clear,16,42.552325641403776
9.785813121176888,low,clear,12,44.8457644727044
9.180400366923404,medium,clear,20,48.07089140316011
13.616212146873846,high,clear,20,66.90838765287278
1.6362493247804102,medium,clear,4,19.783473765202622
4.933484654291225,high,clear,9,35.74462917750105
14.305760777071821,medium,clear,5,57.295802784662555
13.463692974472828,low,clear,23,48.77335297449005
7.379194538999981,low,clear,18,37.30579299656557
9.681856369221514,low,clear,12,42.84447737674488
4.883336561735858,medium,clear,0,27.31787793333198
3.6336962361326584,low,clear,19,27.08794648609505
7.491777669159751,medium,clear,14,43.729915410050175
5.946931192364739,medium,clear,13,40.06419064838243
9.171185565912209,medium,clear,7,40.46476194852827
2.088284917509788,high,clear,9,27.30300013910739
14.641527307326331,high,clear,8,66.38557273215844
14.80695042271444,medium,clear,16,58.4167715145188
10.774263996276431,high,clear,8,55.46461595644494
8.505349128817684,medium,clear,2,41.51191316142093
5.333386628008588,medium,clear,10,31.958750596407896
12.393130275897281,high,clear,11,62.09872529430037
10.58623641575431,low,clear,9,43.04686339617983
3.276637150828478,low,clear,16,20.137693675448286
13.752980582913795,high,clear,16,62.87187077554831
12.515521400924365,medium,clear,10,52.29883598641946
14.297198786086936,high,clear,21,67.76317605058067
11.16007311743704,high,rainy,3,57.948798978411084
9.587812743101058,low,clear,6,39.6909504847653
6.855402508068664,high,clear,20,50.01347339933213
14.058198766956185,medium,clear,13,61.51436645426308
13.124894453005718,medium,clear,6,57.548871677082346
1.6330613814866517,medium,clear,23,19.546159278297015
1.369137642961528,high,clear,7,22.199868966658567
6.270487136292695,low,clear,0,30.64795991633729
12.347746630945661,medium,rainy,23,57.08466341836069
14.821865810409223,medium,clear,21,66.4831547862677
3.1058364754493946,medium,clear,3,21.762454458484903
9.317830014929893,medium,rainy,11,49.77757836908498
6.332471992834301,low,clear,23,27.396493811414278
14.578801569404444,low,rainy,2,60.13921444133804
12.789664923899922,low,clear,12,54.90220816085048
12.73660186595593,high,rainy,19,72.27860760045556
7.561704237129584,low,clear,5,32.82384837744894
6.807473032727312,low,clear,10,27.665500885757492
4.827699007029887,high,rainy,22,43.94378538219319
1.7892569531129796,low,clear,3,17.430631735330138
13.106113267570745,high,clear,19,64.23234575439915
12.380614127821087,medium,clear,15,50.349783954851254
14.996047426005829,high,clear,6,69.1352569940833
14.952915719034674,low,clear,21,59.44186403196549
8.776043878436784,low,clear,10,34.587904960499195
11.765823812527147,medium,clear,23,50.84258026461999
14.226720218353993,high,clear,0,63.403111879153144
12.89506346948376,medium,clear,6,54.00727467126325
4.462873424404767,low,clear,11,22.562206931521605
7.307617894341309,medium,clear,6,36.26783204286284
2.8082318121209298,medium,clear,22,25.645490204077692
14.356714381622114,medium,clear,6,53.13309378461633
9.48644488231232,medium,clear,9,44.568836155807446
4.200999277048478,high,clear,15,36.49389938767842
10.403809581681994,medium,clear,7,44.96744046269067
9.653795366410542,low,clear,8,40.83691680795793
6.014278052459767,medium,rainy,8,37.124786223697654
2.5898062907948063,low,clear,1,16.449451781057164
10.402024738299195,medium,clear,12,49.65574012771551
8.284307812653106,medium,clear,12,46.75550776516449
11.81245748429895,low,clear,22,41.94747707956119
8.282289015567908,low,rainy,22,44.12716149875487
12.930541004459561,low,clear,3,48.1817458811509
8.726695742842796,high,clear,23,49.409911536843104
8.853131601495408,high,rainy,11,55.61681064721368
13.273150437216831,low,clear,16,50.121914888063536
6.648760126973558,high,clear,1,40.744908257965555
2.87621319830897,medium,clear,12,31.11338472078262
1.4029574683867456,low,clear,17,13.17916987371803
11.571921579430667,low,rainy,14,54.25326742285019
9.684333718948505,medium,rainy,7,51.80842172389258
10.85711675338913,medium,clear,14,52.86284949924113
3.9814982611247505,medium,clear,0,29.660137933606656
2.9092006582147767,low,rainy,19,29.60226779173333
1.203625319350347,low,clear,9,12.309125212659549
5.908225823292358,medium,clear,11,33.27416441592487
9.258847615964862,low,rainy,4,42.88130853571978
6.491416631396253,low,clear,8,28.23040487157735
7.124648908332206,low,clear,22,33.03772311230837
13.658221722912478,high,clear,7,66.63777530328748
5.875576538326205,high,rainy,15,45.13380603114163
8.195852848237351,medium,clear,13,42.63807617214019
11.971142178376002,high,clear,12,62.60651383532837
6.551598952497782,low,clear,22,30.68439931728519
9.709213803190229,medium,clear,20,49.64260046652563
13.073091922454433,low,clear,12,56.60773915630672
14.293288731206989,medium,clear,4,59.21004587017237
3.059028733006531,high,clear,15,28.970267262799773
13.972226752260921,medium,clear,10,55.930043555501214
7.889628103113535,low,rainy,21,41.90721606938995
4.615421436185417,medium,clear,4,31.135622999816626
7.4279005873356585,low,rainy,12,39.299927231464174
14.720456053996678,high,clear,10,63.5947035007454
7.896653315900174,medium,clear,18,42.66635501569018
5.602522544025115,medium,clear,2,32.93540243828498
9.86761196043416,medium,clear,14,48.55952905389118
4.362038662894703,medium,rainy,6,33.355657161255124
2.062086593521295,low,clear,6,15.495204034018487
